timestamp,src_id,dst_id,src_type,dst_type,relation,edge_label,node_label,src_node_label,dst_node_label,campaign_id,campaign_label,feat_original_edge_index
50.0,darpa_trace:n2312,darpa_trace:n276982,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3468.0
51.0,darpa_trace:n2312,darpa_trace:n276999,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3470.0
52.0,darpa_trace:n2312,darpa_trace:n277063,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3473.0
53.0,darpa_trace:n2312,darpa_trace:n277590,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3488.0
54.0,darpa_trace:n2312,darpa_trace:n277840,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3496.0
55.0,darpa_trace:n2312,darpa_trace:n278306,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3514.0
56.0,darpa_trace:n2312,darpa_trace:n280773,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3529.0
57.0,darpa_trace:n2312,darpa_trace:n280810,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3531.0
58.0,darpa_trace:n2312,darpa_trace:n281331,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3549.0
59.0,darpa_trace:n2312,darpa_trace:n281713,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3563.0
60.0,darpa_trace:n2312,darpa_trace:n282310,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3585.0
61.0,darpa_trace:n2312,darpa_trace:n332454,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3609.0
62.0,darpa_trace:n2312,darpa_trace:n332754,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3617.0
63.0,darpa_trace:n2312,darpa_trace:n333438,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3638.0
64.0,darpa_trace:n2312,darpa_trace:n333610,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3646.0
65.0,darpa_trace:n2312,darpa_trace:n333866,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3657.0
66.0,darpa_trace:n2312,darpa_trace:n371425,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3674.0
67.0,darpa_trace:n2312,darpa_trace:n371534,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3681.0
68.0,darpa_trace:n2312,darpa_trace:n371609,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3683.0
69.0,darpa_trace:n2312,darpa_trace:n371793,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3687.0
70.0,darpa_trace:n2312,darpa_trace:n373226,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3733.0
71.0,darpa_trace:n2312,darpa_trace:n373540,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3737.0
72.0,darpa_trace:n2312,darpa_trace:n375091,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3747.0
73.0,darpa_trace:n2312,darpa_trace:n375766,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3769.0
74.0,darpa_trace:n2312,darpa_trace:n376025,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3775.0
75.0,darpa_trace:n2312,darpa_trace:n376294,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3784.0
76.0,darpa_trace:n2312,darpa_trace:n376319,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3786.0
77.0,darpa_trace:n2312,darpa_trace:n381991,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3817.0
78.0,darpa_trace:n2312,darpa_trace:n382672,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3839.0
79.0,darpa_trace:n2312,darpa_trace:n382885,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3844.0
80.0,darpa_trace:n2312,darpa_trace:n383404,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3865.0
81.0,darpa_trace:n2312,darpa_trace:n386103,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3879.0
82.0,darpa_trace:n2312,darpa_trace:n386817,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3894.0
83.0,darpa_trace:n2312,darpa_trace:n387812,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3923.0
84.0,darpa_trace:n2312,darpa_trace:n387959,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3932.0
85.0,darpa_trace:n2312,darpa_trace:n388402,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3943.0
86.0,darpa_trace:n2312,darpa_trace:n390304,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3962.0
87.0,darpa_trace:n2312,darpa_trace:n390451,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3967.0
88.0,darpa_trace:n2312,darpa_trace:n391415,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,3994.0
89.0,darpa_trace:n2312,darpa_trace:n391581,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4004.0
90.0,darpa_trace:n2312,darpa_trace:n392021,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4015.0
91.0,darpa_trace:n2312,darpa_trace:n489774,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4022.0
92.0,darpa_trace:n2312,darpa_trace:n490138,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4023.0
93.0,darpa_trace:n2312,darpa_trace:n490167,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4025.0
94.0,darpa_trace:n2312,darpa_trace:n490184,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4026.0
95.0,darpa_trace:n2312,darpa_trace:n490322,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4035.0
96.0,darpa_trace:n2312,darpa_trace:n490735,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4046.0
97.0,darpa_trace:n2312,darpa_trace:n490841,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4049.0
98.0,darpa_trace:n2312,darpa_trace:n491354,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4063.0
99.0,darpa_trace:n2312,darpa_trace:n491477,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4071.0
100.0,darpa_trace:n2312,darpa_trace:n491588,type_4,type_0,rel_9,1,0,1,0,train:window_0,1,4077.0
101.0,darpa_trace:n2312,darpa_trace:n491722,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4080.0
102.0,darpa_trace:n2312,darpa_trace:n491981,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4084.0
103.0,darpa_trace:n2312,darpa_trace:n494835,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4114.0
104.0,darpa_trace:n2312,darpa_trace:n495568,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4138.0
105.0,darpa_trace:n2312,darpa_trace:n495676,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4144.0
106.0,darpa_trace:n2312,darpa_trace:n496051,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4151.0
107.0,darpa_trace:n2312,darpa_trace:n496107,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4154.0
108.0,darpa_trace:n2312,darpa_trace:n496180,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4157.0
109.0,darpa_trace:n2312,darpa_trace:n497840,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4163.0
110.0,darpa_trace:n2312,darpa_trace:n498379,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4181.0
111.0,darpa_trace:n2312,darpa_trace:n498442,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4182.0
112.0,darpa_trace:n2312,darpa_trace:n498473,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4183.0
113.0,darpa_trace:n2312,darpa_trace:n498982,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4200.0
114.0,darpa_trace:n2312,darpa_trace:n499320,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4213.0
115.0,darpa_trace:n2312,darpa_trace:n501103,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4232.0
116.0,darpa_trace:n2312,darpa_trace:n501198,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4237.0
117.0,darpa_trace:n2312,darpa_trace:n501692,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4251.0
118.0,darpa_trace:n2312,darpa_trace:n501721,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4253.0
119.0,darpa_trace:n2312,darpa_trace:n501844,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4257.0
120.0,darpa_trace:n2312,darpa_trace:n501925,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4262.0
121.0,darpa_trace:n2312,darpa_trace:n502539,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4281.0
122.0,darpa_trace:n2312,darpa_trace:n502566,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4283.0
123.0,darpa_trace:n2312,darpa_trace:n503345,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4298.0
124.0,darpa_trace:n2312,darpa_trace:n503401,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4299.0
125.0,darpa_trace:n2312,darpa_trace:n505676,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4327.0
126.0,darpa_trace:n2312,darpa_trace:n506469,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4356.0
127.0,darpa_trace:n2312,darpa_trace:n506830,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4363.0
128.0,darpa_trace:n2312,darpa_trace:n506849,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4364.0
129.0,darpa_trace:n2312,darpa_trace:n514341,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4371.0
130.0,darpa_trace:n2312,darpa_trace:n514851,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4389.0
131.0,darpa_trace:n2312,darpa_trace:n515837,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4425.0
132.0,darpa_trace:n2312,darpa_trace:n516120,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4429.0
133.0,darpa_trace:n2312,darpa_trace:n516213,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4433.0
134.0,darpa_trace:n2312,darpa_trace:n516775,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4440.0
135.0,darpa_trace:n2312,darpa_trace:n519315,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4442.0
136.0,darpa_trace:n2312,darpa_trace:n519483,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4450.0
137.0,darpa_trace:n2312,darpa_trace:n519606,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4455.0
138.0,darpa_trace:n2312,darpa_trace:n519822,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4460.0
139.0,darpa_trace:n2312,darpa_trace:n520346,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4477.0
140.0,darpa_trace:n2312,darpa_trace:n520408,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4478.0
141.0,darpa_trace:n2312,darpa_trace:n520959,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4499.0
142.0,darpa_trace:n2312,darpa_trace:n521187,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4501.0
143.0,darpa_trace:n2312,darpa_trace:n521635,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4510.0
144.0,darpa_trace:n2312,darpa_trace:n522840,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4514.0
145.0,darpa_trace:n2312,darpa_trace:n523188,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4527.0
146.0,darpa_trace:n2312,darpa_trace:n523309,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4530.0
147.0,darpa_trace:n2312,darpa_trace:n523567,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4539.0
148.0,darpa_trace:n2312,darpa_trace:n523880,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4548.0
149.0,darpa_trace:n2312,darpa_trace:n524126,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4555.0
150.0,darpa_trace:n2312,darpa_trace:n524175,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4559.0
151.0,darpa_trace:n2312,darpa_trace:n524389,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4568.0
152.0,darpa_trace:n2312,darpa_trace:n524432,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4570.0
153.0,darpa_trace:n2312,darpa_trace:n526539,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4594.0
154.0,darpa_trace:n2312,darpa_trace:n527022,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4609.0
155.0,darpa_trace:n2312,darpa_trace:n532221,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4659.0
156.0,darpa_trace:n2312,darpa_trace:n532307,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4665.0
157.0,darpa_trace:n2312,darpa_trace:n532881,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4682.0
158.0,darpa_trace:n2312,darpa_trace:n533340,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4693.0
159.0,darpa_trace:n2312,darpa_trace:n533439,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4699.0
160.0,darpa_trace:n2312,darpa_trace:n542758,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4723.0
161.0,darpa_trace:n2312,darpa_trace:n542941,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4735.0
162.0,darpa_trace:n2312,darpa_trace:n543515,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4752.0
163.0,darpa_trace:n2312,darpa_trace:n543971,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4763.0
164.0,darpa_trace:n2312,darpa_trace:n544032,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4766.0
165.0,darpa_trace:n2312,darpa_trace:n544046,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4767.0
166.0,darpa_trace:n2312,darpa_trace:n547281,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4796.0
167.0,darpa_trace:n2312,darpa_trace:n547842,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4813.0
168.0,darpa_trace:n2312,darpa_trace:n547961,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4817.0
169.0,darpa_trace:n2312,darpa_trace:n548548,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4835.0
170.0,darpa_trace:n2312,darpa_trace:n548586,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4838.0
171.0,darpa_trace:n2312,darpa_trace:n548597,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4839.0
172.0,darpa_trace:n2312,darpa_trace:n548719,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4846.0
173.0,darpa_trace:n2312,darpa_trace:n548853,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4849.0
174.0,darpa_trace:n2312,darpa_trace:n549096,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4852.0
175.0,darpa_trace:n2312,darpa_trace:n549615,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4860.0
176.0,darpa_trace:n2312,darpa_trace:n550497,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4879.0
177.0,darpa_trace:n2312,darpa_trace:n550882,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4893.0
178.0,darpa_trace:n2312,darpa_trace:n551003,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4896.0
179.0,darpa_trace:n2312,darpa_trace:n551349,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4907.0
180.0,darpa_trace:n2312,darpa_trace:n551483,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4915.0
181.0,darpa_trace:n2312,darpa_trace:n556610,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4930.0
182.0,darpa_trace:n2312,darpa_trace:n556737,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4937.0
183.0,darpa_trace:n2312,darpa_trace:n556872,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4943.0
184.0,darpa_trace:n2312,darpa_trace:n557384,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4959.0
185.0,darpa_trace:n2312,darpa_trace:n557994,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4979.0
186.0,darpa_trace:n2312,darpa_trace:n558117,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4985.0
187.0,darpa_trace:n2312,darpa_trace:n558497,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4993.0
188.0,darpa_trace:n2312,darpa_trace:n558827,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,4997.0
189.0,darpa_trace:n2312,darpa_trace:n561475,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5000.0
190.0,darpa_trace:n2312,darpa_trace:n561670,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5010.0
191.0,darpa_trace:n2312,darpa_trace:n562466,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5034.0
192.0,darpa_trace:n2312,darpa_trace:n562742,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5040.0
193.0,darpa_trace:n2312,darpa_trace:n562774,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5042.0
194.0,darpa_trace:n2312,darpa_trace:n562992,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5054.0
195.0,darpa_trace:n2312,darpa_trace:n563355,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5061.0
196.0,darpa_trace:n2312,darpa_trace:n563372,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5062.0
197.0,darpa_trace:n2312,darpa_trace:n564747,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5066.0
198.0,darpa_trace:n2312,darpa_trace:n567540,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5072.0
199.0,darpa_trace:n2312,darpa_trace:n567623,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5076.0
200.0,darpa_trace:n2312,darpa_trace:n567745,type_4,type_0,rel_9,1,0,1,0,train:window_1,1,5084.0
201.0,darpa_trace:n2312,darpa_trace:n567928,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5088.0
202.0,darpa_trace:n2312,darpa_trace:n568142,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5094.0
203.0,darpa_trace:n2312,darpa_trace:n568158,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5095.0
204.0,darpa_trace:n2312,darpa_trace:n568265,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5098.0
205.0,darpa_trace:n2312,darpa_trace:n568686,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5110.0
206.0,darpa_trace:n2312,darpa_trace:n568806,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5113.0
207.0,darpa_trace:n2312,darpa_trace:n568888,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5119.0
208.0,darpa_trace:n2312,darpa_trace:n568901,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5120.0
209.0,darpa_trace:n2312,darpa_trace:n569057,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5127.0
210.0,darpa_trace:n2312,darpa_trace:n569848,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5140.0
211.0,darpa_trace:n2312,darpa_trace:n571801,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5146.0
212.0,darpa_trace:n2312,darpa_trace:n572502,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5172.0
213.0,darpa_trace:n2312,darpa_trace:n572773,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5179.0
214.0,darpa_trace:n2312,darpa_trace:n573112,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5192.0
215.0,darpa_trace:n2312,darpa_trace:n573282,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5199.0
216.0,darpa_trace:n2312,darpa_trace:n573323,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5200.0
217.0,darpa_trace:n2312,darpa_trace:n573600,type_4,type_0,rel_9,1,0,1,0,train:window_2,1,5205.0
218.0,darpa_trace:n2313,darpa_trace:n2394,type_0,type_4,rel_5,0,0,0,0,train:window_2,0,5309.0
219.0,darpa_trace:n2314,darpa_trace:n381429,type_4,type_0,rel_9,0,0,0,0,train:window_2,0,5608.0
220.0,darpa_trace:n2346,darpa_trace:n518912,type_4,type_0,rel_2,0,0,0,0,train:window_2,0,6368.0
221.0,darpa_trace:n2356,darpa_trace:n77203,type_4,type_0,rel_2,0,0,0,0,train:window_2,0,6778.0
222.0,darpa_trace:n2356,darpa_trace:n499074,type_4,type_0,rel_2,0,0,0,0,train:window_2,0,6990.0
223.0,darpa_trace:n2356,darpa_trace:n523909,type_4,type_0,rel_2,0,0,0,0,train:window_2,0,7055.0
224.0,darpa_trace:n2379,darpa_trace:n2850,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7575.0
225.0,darpa_trace:n2379,darpa_trace:n3114,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7587.0
226.0,darpa_trace:n2379,darpa_trace:n4191,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7617.0
227.0,darpa_trace:n2379,darpa_trace:n69026,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7655.0
228.0,darpa_trace:n2379,darpa_trace:n69125,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7662.0
229.0,darpa_trace:n2379,darpa_trace:n69188,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7663.0
230.0,darpa_trace:n2379,darpa_trace:n69684,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7678.0
231.0,darpa_trace:n2379,darpa_trace:n70306,type_4,type_0,rel_2,1,0,1,0,train:window_2,1,7699.0
